0.65	4.19	2.45	3.26	0.31	7.99	7.59	7.26	40.00	30.00	2.00	0.27
1.12	3.72	2.19	2.78	0.39	8.06	7.51	7.20	40.00	30.00	2.00	0.26
1.08	3.30	2.36	2.80	0.35	8.10	7.48	7.18	40.00	30.00	2.00	0.27
1.10	4.40	2.37	2.88	0.37	8.13	7.47	7.17	40.00	30.00	2.00	0.26
1.40	3.85	2.27	2.68	0.38	8.07	7.47	7.22	40.00	30.00	2.00	0.26
1.30	3.67	2.19	2.72	0.50	8.06	7.44	7.19	40.00	30.00	2.00	0.27
1.58	3.70	2.25	2.91	0.50	8.12	7.46	7.18	40.00	30.00	2.00	0.25
0.92	4.14	2.40	2.64	0.50	8.18	7.51	7.20	40.00	30.00	2.00	0.24
0.85	3.71	2.47	2.86	0.39	8.18	7.48	7.20	40.00	30.00	2.00	0.26
1.04	4.26	2.58	3.34	0.36	8.04	7.45	7.12	40.00	30.00	2.00	0.23
1.05	3.20	2.68	3.24	0.44	8.01	7.50	7.37	40.00	30.00	2.00	0.23
1.38	3.36	2.48	3.34	0.48	8.13	7.48	7.32	40.00	30.00	2.00	0.25
0.83	3.98	2.87	3.26	0.35	8.00	7.45	7.20	40.00	30.00	2.00	0.29
1.30	3.93	2.61	3.26	0.38	7.95	7.41	7.20	40.00	30.00	2.00	0.27
0.76	3.52	2.46	2.99	0.43	8.00	7.42	7.18	40.00	30.00	2.00	0.26
0.88	4.10	2.55	2.98	0.43	7.99	7.45	7.21	40.00	30.00	2.00	0.25
1.35	4.02	2.42	3.15	0.38	7.95	7.40	7.18	40.00	30.00	2.00	0.26
0.95	4.42	2.59	3.13	0.49	7.96	7.38	7.07	40.00	30.00	2.00	0.27
1.04	3.95	2.99	3.74	0.48	7.80	7.33	7.12	40.00	30.00	2.00	0.24
1.30	3.70	2.57	3.26	0.42	7.94	7.40	7.20	40.00	30.00	2.00	0.24
0.69	3.56	3.20	3.82	0.39	8.11	7.54	7.19	40.00	30.00	2.00	0.24
1.35	4.00	2.72	3.35	0.50	7.93	7.44	7.13	50.00	40.00	2.00	0.23
1.25	3.40	2.69	3.44	0.39	7.80	7.32	7.16	40.00	30.00	2.00	0.24
0.85	4.46	2.83	3.55	0.38	7.90	7.49	7.16	40.00	30.00	2.00	0.24
1.45	3.85	2.73	3.31	0.39	7.77	7.25	7.10	40.00	30.00	2.00	0.25
1.05	3.86	2.58	3.72	0.42	7.87	7.41	7.21	40.00	30.00	2.00	0.25
1.10	4.00	2.58	3.10	0.43	7.96	7.41	7.07	40.00	30.00	2.00	0.26
1.50	3.45	3.16	3.45	0.37	7.79	7.21	7.09	40.00	30.00	2.00	0.25
0.36	4.03	3.19	3.85	0.35	7.68	7.34	7.08	40.00	30.00	2.00	0.25
0.95	3.19	2.85	3.87	0.45	7.83	7.36	7.13	40.00	30.00	2.00	0.23
1.06	4.02	2.53	3.14	0.51	7.97	7.33	7.07	40.00	30.00	2.00	0.24
1.25	3.95	2.47	3.35	0.36	7.95	7.39	7.16	40.00	30.00	2.00	0.24
1.40	3.67	2.57	3.69	0.44	8.04	7.36	7.16	40.00	30.00	2.00	0.21
0.99	4.01	2.92	3.15	0.52	8.00	7.39	7.19	40.00	30.00	2.00	0.22
0.96	3.54	2.63	3.28	0.45	7.96	7.40	7.13	40.00	30.00	2.00	0.23
0.90	3.30	2.86	3.51	0.46	8.04	7.42	7.19	40.00	30.00	2.00	0.21
0.79	4.16	2.95	3.61	0.44	8.00	7.48	7.14	40.00	30.00	2.00	0.22
1.09	4.26	2.93	3.65	0.49	8.02	7.39	7.09	40.00	30.00	2.00	0.23
1.40	3.90	3.30	3.37	0.50	7.97	7.38	7.14	40.00	30.00	2.00	0.23
1.53	3.85	3.17	3.95	0.50	7.70	7.25	7.07	40.00	30.00	2.00	0.24
1.20	3.82	2.98	3.87	0.44	7.88	7.24	7.06	40.00	30.00	2.00	0.21
0.80	3.12	3.08	4.20	0.44	7.90	7.37	7.09	40.00	30.00	2.00	0.19
1.02	3.21	3.15	4.40	0.49	7.83	7.31	7.12	40.00	30.00	2.00	0.23
0.65	3.82	3.26	4.50	0.46	7.91	7.39	7.17	50.00	30.00	2.00	0.23
0.87	3.82	2.95	4.22	0.36	8.00	7.38	7.13	40.00	30.00	2.00	0.22
1.00	3.62	3.17	4.34	0.58	7.85	7.32	6.98	50.00	40.00	2.00	0.21
0.84	3.52	3.21	4.23	0.54	7.71	7.27	7.00	50.00	40.00	2.00	0.22
0.78	3.90	3.17	4.31	0.53	7.88	7.31	7.06	50.00	40.00	2.00	0.23
1.03	3.66	3.32	4.45	0.33	7.77	7.23	7.01	50.00	40.00	2.00	0.22
0.90	3.67	3.43	4.42	0.49	7.72	7.23	7.09	50.00	30.00	2.00	0.23
2.67	2.49	3.06	4.30	0.38	7.74	7.08	7.06	50.00	30.00	2.00	0.21
0.98	2.90	3.48	5.60	0.68	7.55	6.98	6.89	50.00	40.00	2.00	0.22
1.80	3.85	3.98	6.06	0.53	7.69	7.01	6.95	60.00	50.00	2.00	0.21
1.80	2.95	2.95	5.97	1.51	7.50	6.98	6.97	60.00	40.00	5.00	0.21
1.40	3.38	3.33	5.60	1.12	7.54	7.00	6.68	60.00	50.00	5.00	0.23
4.10	2.88	3.49	5.56	1.60	7.56	7.07	6.84	60.00	50.00	5.00	0.21
4.10	3.45	3.84	5.34	0.29	7.92	7.05	7.09	60.00	50.00	2.00	0.22
2.20	4.19	4.37	6.53	0.38	7.59	7.19	7.09	50.00	40.00	2.00	0.22
2.79	4.16	3.89	5.80	0.38	7.65	7.10	6.88	50.00	40.00	2.00	0.21
2.74	3.70	3.16	5.27	0.36	7.79	7.09	6.89	50.00	40.00	2.00	0.21
2.05	3.66	3.40	5.31	0.35	7.95	7.07	7.00	50.00	40.00	2.00	0.20
3.34	3.60	3.02	5.05	0.36	7.88	7.05	7.03	50.00	40.00	2.00	0.21
2.87	3.95	3.16	4.89	0.58	8.02	7.14	6.96	50.00	40.00	2.00	0.23
2.05	3.18	3.46	5.54	0.50	7.68	7.13	7.00	50.00	40.00	2.00	0.21
1.90	3.38	4.21	6.32	0.49	7.56	7.03	6.83	60.00	50.00	2.00	0.21
2.47	3.77	3.85	6.21	0.48	7.66	7.02	6.86	50.00	40.00	2.00	0.22
4.00	3.85	4.41	6.31	0.49	7.86	6.93	6.87	50.00	40.00	2.00	0.21
3.48	3.53	4.69	6.84	0.37	7.57	6.95	6.83	50.00	40.00	2.00	0.23
1.84	4.13	4.29	6.39	0.73	7.55	6.94	6.86	50.00	40.00	2.00	0.22
3.30	3.72	4.10	6.38	0.95	7.52	6.94	6.84	50.00	40.00	2.00	0.21
3.30	3.32	5.82	8.26	0.63	7.34	7.00	7.03	80.00	60.00	2.00	0.28
4.45	3.67	5.87	7.98	1.75	7.32	6.87	6.67	60.00	50.00	5.00	0.19
4.81	2.85	5.13	7.67	1.08	7.38	6.88	6.86	80.00	50.00	5.00	0.18
4.18	3.81	4.38	6.88	1.78	7.40	6.86	6.81	60.00	50.00	5.00	0.22
3.84	2.92	4.34	6.44	0.76	7.53	6.97	6.86	60.00	50.00	5.00	0.20
4.35	3.60	3.85	6.49	1.10	7.35	6.89	6.85	60.00	50.00	5.00	0.19
3.76	2.86	3.48	4.84	0.78	7.48	6.89	6.85	50.00	40.00	2.00	0.18
2.60	4.35	3.08	4.98	0.70	7.66	7.00	6.75	50.00	30.00	2.00	0.21
2.60	3.30	2.96	4.71	0.90	7.31	6.93	6.81	50.00	30.00	2.00	0.20
2.60	3.99	3.34	4.73	0.66	7.64	7.02	6.83	50.00	30.00	2.00	0.19
3.03	3.17	2.78	4.72	0.55	7.52	6.82	6.92	50.00	40.00	2.00	0.19
4.19	3.86	3.51	6.06	1.36	7.32	6.80	6.77	50.00	40.00	5.00	0.19
2.50	3.36	3.61	5.60	0.88	7.30	6.78	6.70	50.00	40.00	5.00	0.19
1.96	4.26	3.64	6.14	0.98	7.51	7.50	6.80	60.00	40.00	5.00	0.18
2.12	3.88	3.25	4.83	1.08	7.43	6.81	6.75	60.00	40.00	5.00	0.19
3.18	3.78	2.49	5.17	0.53	7.51	6.90	6.67	60.00	40.00	5.00	0.18
3.18	4.05	4.69	7.74	1.06	7.25	6.70	6.69	60.00	50.00	5.00	0.19
3.00	4.02	5.58	10.40	1.70	7.22	6.71	6.68	80.00	50.00	5.00	0.20
3.72	3.28	4.93	7.64	1.98	7.34	6.75	6.67	80.00	50.00	5.00	0.19
4.99	4.28	4.12	6.95	2.58	7.35	6.68	6.66	80.00	40.00	5.00	0.20
1.22	2.96	3.10	4.73	0.97	7.40	6.97	6.77	60.00	50.00	5.00	0.18
1.10	2.90	3.09	5.07	1.14	7.52	7.12	6.83	60.00	50.00	5.00	0.17
1.80	2.80	2.75	4.94	0.80	7.43	6.96	6.75	40.00	40.00	5.00	0.15
2.16	3.25	2.61	4.96	0.77	7.38	6.95	6.82	60.00	40.00	2.00	0.15
3.27	3.12	2.65	4.88	0.61	7.38	6.93	6.71	60.00	40.00	2.00	0.15
2.24	3.92	2.73	4.93	0.77	7.35	6.94	6.72	60.00	40.00	5.00	0.15
1.05	3.36	2.61	5.11	0.94	7.28	6.93	6.73	60.00	50.00	5.00	0.16
0.63	3.85	3.38	5.70	1.28	7.40	6.95	6.77	60.00	50.00	5.00	0.16
0.88	4.13	2.96	4.27	1.00	7.35	7.03	6.66	60.00	50.00	5.00	0.17
0.73	3.99	3.84	5.63	0.96	7.27	6.92	6.63	60.00	50.00	5.00	0.15
0.37	4.04	2.81	5.35	0.86	7.40	6.94	6.67	60.00	50.00	5.00	0.16
0.86	3.12	3.20	5.76	0.77	7.50	6.93	6.71	60.00	50.00	5.00	0.14
0.85	3.46	3.38	6.58	0.83	7.35	6.70	6.68	60.00	50.00	5.00	0.15
1.28	3.90	3.29	6.11	0.49	7.23	6.80	6.58	60.00	50.00	5.00	0.15
1.15	3.73	3.68	6.60	0.89	7.13	6.85	6.55	60.00	50.00	5.00	0.14
0.85	3.64	4.12	6.71	1.30	7.34	6.81	6.75	60.00	50.00	5.00	0.15
0.64	4.27	4.05	6.43	0.62	7.34	6.84	6.67	80.00	50.00	5.00	0.15
0.96	4.70	3.96	6.63	0.88	7.23	6.87	6.47	80.00	60.00	5.00	0.25
0.75	4.15	4.50	6.84	0.80	7.28	6.77	6.64	80.00	60.00	5.00	0.23
0.89	3.70	3.86	6.70	0.73	7.22	6.65	6.54	80.00	60.00	5.00	0.20
1.55	4.22	3.92	6.68	0.62	7.24	6.63	6.47	80.00	60.00	5.00	0.19
1.60	3.77	3.54	6.59	0.92	7.22	6.48	6.55	80.00	60.00	5.00	0.20
1.96	4.37	3.46	6.10	0.43	7.26	6.69	6.48	80.00	60.00	5.00	0.18
1.66	3.98	3.59	6.19	0.56	7.32	6.82	6.60	70.00	50.00	5.00	0.13
1.62	3.48	3.46	6.20	0.59	7.38	6.75	6.60	70.00	50.00	5.00	0.15
2.05	4.04	3.00	5.52	0.49	7.45	6.76	6.59	70.00	50.00	5.00	0.12
2.05	4.30	2.77	4.80	0.39	7.56	6.78	6.58	70.00	40.00	5.00	0.12
1.68	3.95	2.29	4.29	0.66	7.38	6.85	6.58	60.00	40.00	5.00	0.13
2.25	4.20	2.16	4.10	0.87	7.32	6.72	6.51	60.00	40.00	5.00	0.14
2.00	4.56	2.61	4.68	0.94	7.42	6.73	6.53	60.00	40.00	5.00	0.14
2.43	4.19	2.61	4.80	0.75	7.51	6.78	6.60	60.00	40.00	5.00	0.13
1.79	4.05	2.72	4.52	0.80	7.59	6.91	6.66	60.00	40.00	5.00	0.13
2.60	4.65	2.56	4.77	0.57	7.50	6.79	6.62	60.00	40.00	5.00	0.13
1.98	4.20	2.34	4.25	0.95	7.50	6.85	6.41	60.00	40.00	5.00	0.14
2.58	5.53	2.38	4.64	0.79	7.37	6.72	6.49	60.00	40.00	5.00	0.15
2.96	4.20	3.00	4.52	0.55	7.35	6.68	6.55	60.00	40.00	5.00	0.13
2.20	4.63	2.64	4.74	0.62	7.31	6.72	6.40	60.00	40.00	5.00	0.15
1.16	4.90	3.05	4.97	0.70	7.48	6.91	6.51	60.00	40.00	5.00	0.16
2.30	5.00	2.94	4.90	0.70	7.59	6.89	6.54	60.00	40.00	5.00	0.17
2.27	4.07	3.16	4.69	0.74	7.51	6.80	6.48	60.00	40.00	5.00	0.16
1.98	4.07	2.90	4.92	0.62	7.48	6.81	6.56	60.00	40.00	5.00	0.15
2.04	4.22	3.81	4.53	0.65	7.58	6.76	6.60	60.00	40.00	5.00	0.14
3.10	3.67	2.82	4.65	0.70	7.47	6.70	6.60	60.00	40.00	5.00	0.13
2.30	4.41	3.56	4.37	0.69	7.55	6.74	6.55	50.00	40.00	2.00	0.14
2.25	4.70	2.80	3.98	0.75	7.63	6.76	6.61	60.00	40.00	5.00	0.12
0.92	4.63	2.90	4.46	0.94	7.40	6.91	6.53	60.00	40.00	5.00	0.12
2.70	4.80	2.68	4.54	0.70	7.61	6.72	6.52	60.00	40.00	5.00	0.13
1.30	4.12	2.78	3.83	0.96	7.55	6.96	6.68	50.00	40.00	5.00	0.15
0.80	4.76	2.92	4.28	0.64	7.54	6.98	6.66	60.00	40.00	5.00	0.14
0.58	4.80	2.41	4.22	0.90	7.60	6.94	6.69	50.00	40.00	5.00	0.17
0.88	4.89	2.98	4.48	0.62	7.69	6.99	6.66	60.00	40.00	5.00	0.14
0.91	3.85	2.93	4.96	0.71	7.80	7.02	6.71	60.00	40.00	2.00	0.15
0.80	4.22	3.12	4.68	0.68	7.75	7.18	6.74	60.00	40.00	2.00	0.16
0.98	4.50	2.72	4.34	0.90	7.80	7.08	6.85	50.00	30.00	2.00	0.14
0.80	4.08	2.91	4.82	0.90	7.81	7.05	6.84	50.00	30.00	2.00	0.18
0.98	4.65	2.92	5.04	0.55	7.76	7.00	6.74	50.00	30.00	2.00	0.17
0.98	4.70	3.18	4.38	0.60	7.77	6.95	6.73	50.00	30.00	2.00	0.16
0.60	3.95	3.25	4.83	0.88	7.70	7.02	6.79	50.00	30.00	2.00	0.14
1.26	4.60	3.16	5.18	0.76	7.76	7.00	6.74	50.00	30.00	2.00	0.16
0.50	4.60	3.30	5.00	0.88	7.82	7.10	6.70	50.00	30.00	2.00	0.13
0.49	4.16	3.58	4.85	0.78	7.76	6.98	6.80	50.00	40.00	5.00	0.16
2.02	4.75	3.30	5.20	0.48	7.70	6.86	6.66	50.00	50.00	2.00	0.16
1.06	4.46	3.56	5.73	0.81	7.68	6.93	6.77	50.00	40.00	2.00	0.15
1.25	4.42	3.22	5.71	0.53	7.70	6.98	6.86	50.00	40.00	2.00	0.16
0.60	4.42	3.73	5.67	0.65	7.80	7.00	6.71	50.00	40.00	2.00	0.15
1.07	3.54	3.91	6.09	0.74	7.66	6.98	6.83	50.00	40.00	2.00	0.13
0.46	3.94	3.95	5.96	0.54	7.70	7.04	6.84	50.00	40.00	2.00	0.15
0.45	4.88	3.77	5.72	0.63	7.77	7.17	6.75	50.00	40.00	2.00	0.16
0.68	4.02	3.64	5.39	0.60	7.90	7.25	6.88	50.00	40.00	2.00	0.14
0.63	4.27	3.89	5.77	0.50	7.95	7.12	6.84	50.00	40.00	2.00	0.17
0.50	3.81	3.69	5.90	0.58	8.00	7.12	6.80	50.00	40.00	2.00	0.16
0.94	3.77	4.45	5.53	0.88	7.78	7.07	6.83	50.00	40.00	2.00	0.14
0.58	4.08	3.96	5.39	0.76	7.88	7.12	6.80	50.00	40.00	2.00	0.18
0.64	3.96	4.50	5.60	0.66	7.83	7.11	6.78	50.00	40.00	2.00	0.15
1.40	4.94	4.38	5.75	0.85	7.83	6.88	6.64	50.00	40.00	2.00	0.16
1.05	4.37	4.75	5.84	0.60	7.90	7.07	6.84	50.00	40.00	2.00	0.16
1.10	4.05	4.70	5.56	0.94	7.75	7.06	6.86	50.00	40.00	2.00	0.16
1.15	3.53	4.91	6.93	0.76	7.78	6.93	6.82	50.00	40.00	2.00	0.16
0.88	3.85	5.04	6.41	0.98	7.68	7.07	6.68	50.00	40.00	2.00	0.15
0.48	3.85	5.07	6.77	0.62	7.76	7.09	6.83	50.00	40.00	2.00	0.15
1.17	4.19	4.82	8.46	0.40	7.84	7.01	6.77	50.00	40.00	2.00	0.16
0.86	4.52	5.47	7.64	0.36	7.89	7.09	6.78	50.00	40.00	2.00	0.11
0.63	3.87	5.23	7.54	0.39	8.02	7.02	6.83	50.00	40.00	2.00	0.15
0.84	4.42	5.10	7.73	0.48	7.89	7.04	6.84	50.00	40.00	2.00	0.17
0.50	3.73	4.66	7.27	0.45	7.90	7.06	6.87	50.00	40.00	2.00	0.16
0.72	4.10	4.93	6.88	0.46	7.98	7.10	6.95	50.00	40.00	2.00	0.14
0.67	4.09	4.54	7.20	0.40	7.76	7.09	6.85	50.00	40.00	2.00	0.15
0.84	4.70	4.59	6.88	0.37	7.71	7.15	6.75	50.00	40.00	2.00	0.17
0.54	3.88	4.30	6.80	0.44	7.67	7.07	6.82	50.00	40.00	2.00	0.16
0.92	4.13	4.49	7.19	0.45	7.80	7.07	6.84	50.00	40.00	2.00	0.16
0.97	3.63	4.17	6.67	0.43	7.70	7.03	6.86	50.00	40.00	2.00	0.16
0.98	4.30	4.30	6.67	0.38	7.70	7.00	6.82	50.00	40.00	2.00	0.15
0.88	3.85	4.51	6.21	0.41	7.80	7.06	6.85	50.00	40.00	2.00	0.16
0.15	4.79	4.42	6.98	0.46	7.88	7.06	6.80	50.00	40.00	2.00	0.16
0.58	4.03	4.32	6.77	0.33	7.89	7.16	6.98	50.00	40.00	2.00	0.16
0.53	3.75	4.84	6.90	0.39	7.93	7.20	6.92	50.00	40.00	2.00	0.14
0.94	3.77	5.33	7.13	0.36	7.92	7.12	6.85	50.00	40.00	2.00	0.15
0.85	4.05	5.64	7.93	0.34	7.81	7.08	6.96	50.00	40.00	2.00	0.15
0.49	4.38	6.25	7.59	0.33	7.98	7.14	6.96	50.00	40.00	2.00	0.16
0.23	3.72	5.74	7.59	0.33	7.90	7.56	6.88	50.00	40.00	2.00	0.18
0.63	4.21	6.18	7.14	0.44	7.92	7.17	6.96	50.00	40.00	2.00	0.26
0.40	3.58	5.36	7.12	0.42	7.92	7.18	6.96	50.00	40.00	2.00	0.19
0.70	3.00	5.71	6.75	0.39	8.10	7.23	7.02	50.00	40.00	2.00	0.18
0.83	3.70	5.58	6.68	0.40	8.03	7.21	7.01	50.00	40.00	2.00	0.15
0.34	4.12	5.62	7.02	0.37	8.03	7.30	6.98	50.00	40.00	2.00	0.18
0.31	4.24	5.72	7.23	0.39	8.15	7.20	6.98	50.00	40.00	2.00	0.16
0.09	4.08	6.08	7.98	0.39	7.98	7.19	7.02	50.00	40.00	2.00	0.16
0.91	4.55	5.67	7.30	0.38	7.93	7.15	7.00	50.00	40.00	2.00	0.17
0.28	3.62	5.78	7.91	0.40	7.87	7.16	6.96	50.00	40.00	2.00	0.16
0.32	3.55	5.83	7.40	0.38	7.97	7.15	6.94	50.00	40.00	2.00	0.17
0.72	3.55	5.97	7.75	0.45	7.97	7.97	7.22	50.00	40.00	2.00	0.17
0.79	3.20	6.08	7.43	0.41	7.89	7.14	6.90	50.00	40.00	2.00	0.18
0.24	3.92	6.01	7.67	0.42	7.92	7.17	6.99	50.00	40.00	2.00	0.19
0.38	2.80	5.81	7.16	0.48	8.17	7.20	7.11	50.00	40.00	2.00	0.13
0.28	4.10	6.39	7.62	0.44	8.08	7.30	6.97	50.00	40.00	2.00	0.18
0.67	4.33	5.63	7.09	0.41	8.05	7.21	7.02	50.00	40.00	2.00	0.17
0.48	4.39	6.39	7.89	0.46	7.91	7.19	6.88	50.00	40.00	2.00	0.18
0.67	3.61	6.48	7.54	0.48	7.93	7.08	7.00	50.00	40.00	2.00	0.18
0.73	3.19	6.01	7.84	0.49	7.93	7.12	6.96	50.00	40.00	2.00	0.13
0.17	2.98	6.75	7.87	0.48	7.93	7.19	7.07	50.00	40.00	2.00	0.15
0.51	3.34	6.71	7.30	0.53	7.89	7.17	6.97	50.00	40.00	2.00	0.17
0.42	4.30	5.89	8.12	0.46	7.89	7.21	6.94	50.00	40.00	2.00	0.18
0.25	3.44	5.62	7.45	0.44	7.90	7.10	6.91	50.00	40.00	2.00	0.19
0.42	3.74	5.82	7.35	0.52	7.95	7.19	6.98	50.00	40.00	2.00	0.19
0.67	3.49	6.13	8.10	0.48	7.80	7.10	6.94	50.00	40.00	2.00	0.19
1.02	4.14	5.90	7.48	0.67	7.86	7.10	7.00	50.00	40.00	2.00	0.13
0.70	3.70	5.77	7.28	0.45	7.86	7.11	6.95	50.00	40.00	2.00	0.13
0.62	3.01	5.61	7.39	0.48	7.82	7.16	7.06	50.00	40.00	2.00	0.19
0.54	3.65	6.28	7.91	0.50	7.72	7.12	6.94	50.00	40.00	2.00	0.18
0.66	3.51	5.66	7.32	0.58	7.87	7.21	6.97	50.00	40.00	2.00	0.19
0.31	3.73	5.77	7.16	0.45	7.77	7.07	6.88	50.00	40.00	2.00	0.17
0.37	3.36	5.31	7.47	0.60	7.81	7.17	7.03	50.00	40.00	2.00	0.17
0.62	2.98	5.43	7.62	0.49	7.72	7.13	6.98	50.00	40.00	2.00	0.18
0.77	3.12	5.55	7.65	0.50	7.76	7.08	7.00	50.00	40.00	2.00	0.17
0.10	3.88	5.48	6.88	0.41	7.82	7.30	6.93	50.00	40.00	2.00	0.18
0.20	3.28	5.09	7.12	0.44	7.73	7.23	6.92	50.00	40.00	2.00	0.19
0.82	3.16	5.30	6.60	0.39	7.82	7.32	7.12	50.00	40.00	2.00	0.18
0.70	3.71	5.30	6.42	0.48	8.12	7.25	6.91	50.00	40.00	2.00	0.16
0.36	3.45	5.97	7.76	0.48	7.98	7.30	7.09	50.00	40.00	2.00	0.18
0.61	3.21	6.52	8.24	0.44	7.76	7.12	6.89	50.00	40.00	2.00	0.17
0.54	3.18	6.03	7.61	0.48	7.63	7.11	6.95	50.00	40.00	2.00	0.17
0.48	3.68	5.43	7.87	0.49	7.70	7.18	6.87	50.00	40.00	2.00	0.17
0.25	3.88	6.00	7.80	0.48	8.00	7.28	6.94	50.00	40.00	2.00	0.17
0.31	3.76	6.30	9.21	0.43	7.79	7.23	6.95	50.00	40.00	2.00	0.18
0.37	3.85	5.32	7.11	0.45	7.82	7.17	6.94	50.00	40.00	2.00	0.18
0.13	3.87	5.26	7.88	0.45	7.80	7.27	7.02	50.00	40.00	2.00	0.17
0.16	3.46	5.99	6.99	0.48	7.80	7.18	6.93	50.00	40.00	2.00	0.18
0.79	2.71	5.59	6.71	0.40	7.76	7.14	7.00	50.00	40.00	2.00	0.18
0.80	3.35	5.73	7.06	0.35	7.75	7.17	6.91	50.00	40.00	2.00	0.18
0.11	4.04	5.50	6.59	0.34	7.76	7.19	6.96	50.00	40.00	2.00	0.19
0.23	3.68	5.39	7.18	0.42	7.82	7.24	7.00	50.00	40.00	2.00	0.17
0.22	3.58	5.06	7.04	0.36	7.85	7.24	6.86	50.00	40.00	2.00	0.18
0.18	4.03	5.34	7.55	0.45	7.80	7.30	6.95	50.00	40.00	2.00	0.18
0.31	3.83	6.05	7.43	0.35	7.70	7.11	7.05	50.00	40.00	2.00	0.19
0.02	3.31	5.46	7.06	0.50	7.66	7.25	7.04	50.00	40.00	2.00	0.18
0.56	4.05	5.50	6.68	0.47	7.68	7.20	7.05	50.00	40.00	2.00	0.19
0.93	3.72	5.68	6.82	0.42	7.70	7.21	6.86	50.00	40.00	2.00	0.18
0.35	4.20	5.98	7.52	0.45	7.69	7.18	6.88	50.00	40.00	2.00	0.18
1.65	3.22	5.99	7.22	0.33	7.73	7.33	7.16	50.00	40.00	2.00	0.18
4.95	3.82	5.46	6.96	0.33	7.78	7.10	6.99	50.00	40.00	2.00	0.18
3.59	3.94	5.66	6.29	0.33	7.75	7.16	6.90	50.00	40.00	2.00	0.18
4.26	3.17	5.60	6.82	0.31	7.75	7.15	6.98	50.00	40.00	2.00	0.18
3.84	4.65	5.82	6.63	0.40	7.79	7.20	6.86	50.00	40.00	2.00	0.18
2.67	3.41	5.84	6.39	0.37	7.65	7.25	6.98	50.00	40.00	2.00	0.19
1.78	4.25	5.11	5.73	0.39	7.64	7.23	6.98	50.00	40.00	2.00	0.18
